"slug","title","company","location","work_mode","employment_type","database_category","suggested_category","suggested_score","secondary_categories","matched_terms","summary","apply_url"
"financial-analyst-logistics-plus","Financial Analyst","Logistics Plus","Remote","remote","full_time","Financial Analyst","Finance & Accounting","15","","title:financial analyst | title:financial","Remote Financial Analyst role focused on financial modeling, forecasting, and decision support.","https://to.indeed.com/aaddyww7fdqf"
"financial-analyst-viewtrade","Financial Analyst","ViewTrade","Remote","remote","full_time","Financial Analyst","Finance & Accounting","21","","title:financial analyst | summary:finance | title:financial | summary:accounting","Remote Financial Analyst role supporting finance, accounting, analysis, and business performance.","https://to.indeed.com/aagrms8wnxds"
"financial-analyst-fp-a-patch-my-pc","Financial Analyst, FP&A","Patch My PC","Remote","remote","full_time","Financial Analyst","Finance & Accounting","17","","title:financial analyst | description:finance | title:financial","Remote FP&A Financial Analyst role supporting forecasting, planning, reporting, and business insights.","https://to.indeed.com/aamwz8zl2s2h"
"program-financial-analyst-v2x","Program Financial Analyst","V2X","Remote","remote","full_time","Financial Analyst","Finance & Accounting","18","","title:financial analyst | summary:finance | title:financial","Remote Program Financial Analyst role supporting FP&A, program finance, and mission support operations.","https://to.indeed.com/aagf9p47b7lf"
"healthcare-data-analyst-vetsez","Healthcare Data Analyst","VetsEZ","Remote","remote","full_time","Healthcare Data Analyst","Data Science & Analytics","12","","title:data analyst | description:reporting","Remote Healthcare Data Analyst role supporting federal healthcare interoperability, data mapping, and validation.","https://to.indeed.com/aasj64769vkm"
"healthcare-data-analyst-scalepex","Healthcare Data Analyst","Scalepex","Remote","remote","full_time","Healthcare Data Analyst","Data Science & Analytics","10","","title:data analyst","Remote Healthcare Data Analyst role supporting healthcare data exchanges, vendors, clients, and internal systems.","https://to.indeed.com/aacbn27p4y6z"
"senior-healthcare-data-analyst-accompany-health","Senior Healthcare Data Analyst","Accompany Health","Remote","remote","full_time","Healthcare Data Analyst","Data Science & Analytics","13","","title:data analyst | summary:analytics","Remote Senior Healthcare Data Analyst role supporting complex-care analytics and healthcare operations.","https://to.indeed.com/aa9xjdjkdpcq"
"business-analyst-salted","Business Analyst","Salted","Remote","remote","full_time","Business Analyst","Business Analyst","22","","title:business analyst | db_category:Business Analyst","Remote Business Analyst role supporting operational strategy, reporting, and business improvement.","https://to.indeed.com/aa9z4jqrjpck"
"business-analyst-afit-staffing","Business Analyst","aFit Staffing","Remote","remote","full_time","Business Analyst","Business Analyst","28","","title:business analyst | summary:requirements | summary:stakeholder requirements | db_category:Business Analyst","Remote Business Analyst role supporting workforce transformation, stakeholder requirements, and program delivery.","https://to.indeed.com/aazp87cxbvmd"
"business-operations-analyst-ii-indeed","Business Operations Analyst II","Indeed","Remote","remote","full_time","Operations Analyst","Operations","37","","title:operations analyst | title:business operations | title:operations | db_category:Operations Analyst","Remote Business Operations Analyst role supporting operational analysis, process improvement, and business performance.","https://to.indeed.com/aaywrybyt7vy"
"data-analyst-livanova","Data Analyst","LivaNova","Remote","remote","full_time","Data Analyst","Data Science & Analytics","15","","title:data analyst | summary:analytics | description:reporting","Remote Data Analyst role focused on data insights, analytics, and business decision support.","https://to.indeed.com/aacp6y8vtdvb"
"data-analyst-visibol","Data Analyst","Visibol","Remote","remote","full_time","Data Analyst","Data Science & Analytics","11","","title:data analyst | text:reporting","Remote Data Analyst role using data to support business strategy, process optimization, and actionable insights.","https://to.indeed.com/aa69gfdzbfv4"
"banking-program-analyst-block","Banking Program Analyst","Block","Remote","remote","full_time","Program Analyst","Program & Project Analyst","12","Operations","title:program analyst | description:program operations","Remote Banking Program Analyst opportunity supporting financial operations, program coordination, and business process execution.","https://careersprint.7f.liveblog365.com/job/1561587"
"program-analyst-engineering-services-network-inc","Program Analyst","ENGINEERING SERVICES NETWORK, Inc.","Remote","remote","full_time","Program Analyst","Program & Project Analyst","10","","title:program analyst","Remote Program Analyst role focused on program data analysis, quality assurance, policy review, operations, and performance improvement.","https://remotive.com/remote/jobs/data/program-analyst-4476614"
"hcm-program-analyst-clean-energy-infrastructure-services","HCM Program Analyst","Clean Energy & Infrastructure Services","Remote","remote","full_time","Program Analyst","Program & Project Analyst","10","","title:program analyst","Remote HCM Program Analyst role focused on data, dashboards, systems, and people operations process improvement.","https://www.learn4good.com/jobs/online_remote/info_technology/5188234017/e/"
"acquisition-program-analyst-sme-obxtek","Acquisition Program Analyst - SME","OBXtek","Remote","remote","full_time","Program Analyst","Program & Project Analyst","13","Operations","title:program analyst | summary:program operations","Remote senior program analyst role supporting acquisition, program coordination, and federal program operations.","https://remotive.com/remote/jobs/all-others/acquisition-program-analyst-sme-4616372"
"data-insight-analyst-sql-salesforce-power-bi-healthcare-assistrx-2026-05-28","Data Insight Analyst - SQL, Salesforce, Power BI, Healthcare Experience","AssistRx","Remote","remote","full_time","Healthcare BI & Dashboard Reporting","Data Science & Analytics","20","","summary:analytics | title:sql | title:power bi | summary:tableau | text:dashboard | summary:reporting","Develop reports and analytics using warehouse data, Salesforce, Excel, SQL, Tableau, Power BI, and other reporting tools.","https://www.remoterocketship.com/us/company/assistrx/jobs/data-insight-analyst-sql-salesforce-power-bi-healthcare-experience-florida-remote/"
"operations-analyst-vytlone-17df8321","Operations Analyst","VytlOne","Remote","remote","full_time","Healthcare Data & Analytics","Operations","18","","title:operations analyst | text:program operations | title:operations","Support EDI processing, operational systems maintenance, and third-party administrator data workflows.","https://to.indeed.com/aafzpvgm22dl"
"senior-analyst-data-analytics-siu-oscar-health-ccbda538","Senior Analyst, Data Analytics, SIU","Oscar Health","Remote","remote","full_time","Healthcare Data & Analytics","Data Science & Analytics","7","Operations | Healthcare Analytics | Technology & Engineering","title:analytics | text:sql | text:reporting","Support SIU data analytics for a health insurance technology platform and member-serving operations.","https://to.indeed.com/aagkghn4dr89"
"senior-healthcare-data-analyst-remote-sentara-585bb178","Senior Healthcare Data Analyst - Remote","Sentara","Remote","remote","full_time","Healthcare Data & Analytics","Data Science & Analytics","18","","title:data analyst | summary:analytics | summary:research | text:sql | text:reporting","Support enterprise analytics, research analytics, and healthcare data literacy for a large health system.","https://www.sentaracareers.com/job/23403357/senior-healthcare-data-analyst-remote-remote/"
"bi-developer-reveleer-454b86ab","BI Developer","reveleer","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","16","Technology & Engineering","text:healthcare it | text:ehr | db_category:Healthcare IT","BI Developer Remote Opportunity. Reveleer is a healthcare data and analytics company using AI to support health plan quality improvement, risk adjustment, and member management.","https://to.indeed.com/aahxrfrxkmrk"
"clinical-denials-analyst-remote-enjoin-89a1e5f0","Clinical Denials Analyst (Remote)","Enjoin","Remote","remote","full_time","Claims & Revenue Cycle","Healthcare Analytics","5","Operations","description:healthcare analyst | text:healthcare data","Support hospitals and health systems by analyzing clinical denials, documentation issues, and revenue integrity opportunities.","https://to.indeed.com/aawrkbjvdmpb"
"healthcare-analyst-ii-cohere-health-26927e77","Healthcare Analyst II","Cohere Health","Remote","remote","full_time","Healthcare Data & Analytics","Healthcare Analytics","17","","title:healthcare analyst | summary:healthcare analytics | text:healthcare data","Conduct healthcare analytics that inform strategy, product performance, and operational insights for a health technology organization.","https://to.indeed.com/aaygvmptk4kt"
"audit-analyst-healthcare-healthmap-solutions-79eef79f","Audit Analyst - Healthcare","Healthmap Solutions","Remote","remote","full_time","Healthcare Program & Compliance","Compliance, Risk & Regulatory","18","","title:audit analyst | summary:compliance | title:audit","Support healthcare compliance program responsibilities, audit activities, legal coordination, and compliance operations.","https://to.indeed.com/aa4ykdxpyvyb"
"program-business-analyst-health-program-florida-texas-remote-icf-3897e540","Program Business Analyst HEALTH PROGRAM (Florida, Texas REMOTE)","ICF","Remote","remote","full_time","Healthcare Program & Compliance","Business Analyst","12","","title:business analyst | text:requirements | text:workflow","Provide analytical and documentation support for complex state or federally funded health initiatives and program implementation.","https://www.linkedin.com/jobs/view/program-business-analyst-health-program-florida-texas-remote-at-icf-4407982056"
"revenue-cycle-project-analyst-remote-revenue-cycle-optimization-baptist-health-e011cdad","Revenue Cycle Project Analyst, Remote, Revenue Cycle Optimization","Baptist Health","Remote","remote","full_time","Claims & Revenue Cycle","Program & Project Analyst","11","","title:project analyst | text:program operations","Support revenue cycle optimization projects across healthcare operations, documentation, reporting, and process improvement.","https://bebee.com/us/jobs/revenue-cycle-project-analyst-remote-revenue-cycle-optimization-ft-830a-5p-baptist-health-florida--theirstack-680334678"
"senior-application-analyst-revenue-cycle-remote-mayo-clinic-a435067f","Senior Application Analyst - Revenue Cycle - Remote","Mayo Clinic","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","26","","text:healthcare it | title:application analyst | text:ehr | db_category:Healthcare IT","Serve as a revenue cycle application analyst supporting operational workflows and efficient technical flows for healthcare operations.","https://www.theladders.com/job/senior-application-analyst-revenue-cycle-remote-mayoclinic-virtual-travel_85112589"
"business-intelligence-analyst-integra-partners-dc416cf7","Business Intelligence Analyst","Integra Partners","Remote","remote","full_time","Healthcare IT","Data Science & Analytics","23","Healthcare IT & Systems","title:business intelligence analyst | text:analytics | text:sql | summary:reporting | title:business intelligence | summary:metrics","Support business intelligence and reporting across healthcare-related business units, metrics, and program automation.","https://to.indeed.com/aanzb7j2jywj"
"business-intelligence-report-developer-humana-71c77e84","Business Intelligence Report Developer","Humana","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","16","Technology & Engineering | Data Science & Analytics","text:healthcare it | text:ehr | db_category:Healthcare IT","Support risk adjustment and provider programs through business intelligence reporting and insight development.","https://to.indeed.com/aa2l8fff6p9n"
"data-engineer-multiple-levels-astrana-health-7937e9a7","Data Engineer (Multiple Levels)","Astrana Health","Remote","remote","full_time","Healthcare IT","Data Science & Analytics","19","Healthcare IT & Systems","summary:data analyst | title:data engineer | text:analytics | text:sql | text:reporting","Work with data analysts, engineers, scientists, and clinical leaders to produce healthcare data engineering solutions.","https://to.indeed.com/aa6f9ftpyz86"
"revenue-operations-analyst-finance-sword-health-03d17ec0","Revenue Operations Analyst, Finance","SWORD Health","Remote","remote","full_time","Healthcare Data & Analytics","Operations","18","","title:operations analyst | text:program operations | title:operations","Support revenue operations and finance analytics for an AI-enabled healthcare company.","https://to.indeed.com/aa8vq4wtwp4n"
"sr-data-analyst-karoo-health-d926cceb","Sr Data Analyst","Karoo Health","Remote","remote","full_time","Healthcare Data & Analytics","Data Science & Analytics","17","Healthcare Analytics","title:data analyst | summary:analytics | text:sql | summary:reporting","Support cardiovascular care analytics, value-based care contracts, payer-provider reporting, and healthcare data analysis.","https://to.indeed.com/aatq44vrzs2f"
"data-analyst-intone-networks-277c7470","Data Analyst","Intone Networks","Remote","remote","contract","Healthcare Data & Analytics","Data Science & Analytics","15","","title:data analyst | text:analytics | text:sql | summary:reporting","Analyze healthcare eligibility, enrollment, and data reporting requirements for remote healthcare data operations.","https://to.indeed.com/aat9z87dcgf9"
"sr-data-analyst-risk-adjustment-us-remote-esr-healthcare-9cb27096","Sr. Data Analyst/Risk Adjustment - US Remote","ESR Healthcare","Remote","remote","full_time","Healthcare Data & Analytics","Data Science & Analytics","15","","title:data analyst | summary:analytics | text:sql | text:reporting","Analyze risk adjustment data and support healthcare payer analytics using domain knowledge of risk adjustment operations.","https://lensa.com/job-v1/esr-healthcare/remote/senior-data-analyst/057d8f99dc9a213778b915d8ba17a498"
"principal-data-analyst-and-ai-liaison-remote-optum-6bb9b1c4","Principal Data Analyst and AI Liaison - Remote","Optum","Remote","remote","full_time","Healthcare Data & Analytics","Data Science & Analytics","15","","title:data analyst | summary:analytics | text:sql | text:reporting","Support healthcare data analytics and AI liaison work for UnitedHealthcare operations and strategy.","https://builtin.com/job/principal-data-analyst-and-ai-liaison-remote-est-cst-or-mst/9478024"
"pharmacy-data-reconciliation-analyst-specialty-pharmacy-c0a9c7de","Pharmacy Data Reconciliation Analyst","Specialty Pharmacy","Remote","remote","contract","Healthcare Data & Analytics","Healthcare Analytics","5","Operations","description:healthcare analyst | text:healthcare data","Reconcile pharmacy purchase and dispensing data at the NDC level, including substitutions and NDC10/NDC11 mapping.","https://www.upwork.com/jobs/~022056563925523649503"
"hl7-interface-support-specialist-healthcare-integration-client-4f21e450","HL7 Interface Support Specialist","Healthcare Integration Client","Remote","remote","contract","Healthcare IT","Healthcare IT & Systems","16","Customer Support & Success","text:healthcare it | text:ehr | db_category:Healthcare IT","Support healthcare interface stabilization and HL7 integration work ahead of a go-live event.","https://www.upwork.com/jobs/~022055717396609236606"
"healthcare-data-engineer-etl-pipelines-healthcare-erp-organization-345cda3d","Healthcare Data Engineer - ETL Pipelines","Healthcare ERP Organization","Remote","remote","contract","Healthcare IT","Healthcare IT & Systems","16","Data Science & Analytics | Healthcare Analytics","text:healthcare it | text:ehr | db_category:Healthcare IT","Design and maintain ETL pipelines for healthcare ERP data integration and processing.","https://www.upwork.com/jobs/~022051883510996007020"
"stata-healthcare-data-analyst-healthcare-research-client-f2c532bb","STATA Healthcare Data Analyst","Healthcare Research Client","Remote","remote","contract","Healthcare Data & Analytics","Data Science & Analytics","14","Healthcare Analytics","title:data analyst | text:analytics | text:research | text:sql | text:reporting","Support STATA analysis for operational measures and healthcare outcomes using interrupted time series methods.","https://www.upwork.com/jobs/~022053664865934383470"
"business-intelligence-developer-reveleer-007092e9","Business Intelligence Developer","Reveleer","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","16","Technology & Engineering | Data Science & Analytics","text:healthcare it | text:ehr | db_category:Healthcare IT","Develop BI reporting and analytics for a healthcare data and analytics company supporting health plan quality and risk operations.","https://to.indeed.com/aa2dvm8hwks6"
"healthcare-data-analyst-remote-opportunity-vetsez-e8e721f6","Healthcare Data Analyst (Remote Opportunity)","VetsEZ","Remote","remote","full_time","Healthcare Data & Analytics","Data Science & Analytics","15","Healthcare Analytics","title:data analyst | text:analytics | text:sql | summary:reporting","Analyze healthcare data and support federal healthcare interoperability reporting, data mapping, and validation activities.","https://to.indeed.com/aajd2g8v9lqp"
"healthcare-reclamation-analyst-performant-financial-corporation-26144bf4","Healthcare Reclamation Analyst","Performant Financial Corporation","Remote","remote","full_time","Claims & Revenue Cycle","Operations","6","Healthcare Analytics","text:program operations | summary:operations","Support healthcare payment recovery and reclamation analysis for payment intelligence operations.","https://to.indeed.com/aa9qgdlmscyt"
"operations-application-analyst-healthcare-teamhealth-67a5e123","Operations Application Analyst - Healthcare","TeamHealth","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","26","","text:healthcare it | title:application analyst | text:ehr | db_category:Healthcare IT","Maintain and improve healthcare operational applications for a national physician practice organization.","https://to.indeed.com/aavrmjx8c222"
"data-analyst-medicaid-experience-cloudscouts-a6a27e8e","Data Analyst, Medicaid Experience","CloudScouts","Remote","remote","full_time","Healthcare Data Analytics","Data Science & Analytics","15","","title:data analyst | text:analytics | summary:sql | text:reporting","Analyze healthcare-related data, develop reports and dashboards using SQL and BI tools, and support Medicaid decision-making.","https://www.remoterocketship.com/us/company/cloudscouts-pro/jobs/data-analyst-medicaid-experience-united-states-remote/"
"medicaid-data-analyst-remote-contract-verito-solutions-414375c2","Medicaid Data Analyst - Remote Contract","Verito Solutions","Remote","remote","contract","Medicaid Data Analytics","Data Science & Analytics","13","Healthcare Analytics | Medicaid Coverage & Eligibility","title:data analyst | text:analytics | text:sql | text:reporting","Analyze Medicaid claims, encounters, eligibility, and provider datasets for a long-term remote contract engagement.","https://www.dice.com/job-detail/2447a759-5972-45db-8122-72323786d190"
"medicaid-eligibility-analyst-hybrid-remote-duke-clinical-research-inst-e1f36c3d","Medicaid Eligibility Analyst — Hybrid Remote","Duke Clinical Research Institute","Hybrid Remote","hybrid","full_time","Medicaid Eligibility","Medicaid Coverage & Eligibility","35","","title:medicaid eligibility | title:medicaid | title:eligibility | summary:benefits | db_category:Medicaid Eligibility","Support Medicaid applications and help patients obtain benefits through eligibility review and application assistance.","https://jooble.org/jdp/-5811154529312936138"
"medicaid-utilization-analyst-state-of-michigan-8c74cd36","Medicaid Utilization Analyst","State of Michigan","Hybrid Remote","hybrid","full_time","Medicaid Program Analyst","Healthcare Analytics","8","Medicaid Coverage & Eligibility","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Review Medicaid utilization and program data for the HSA Program Review Division.","https://www.governmentjobs.com/careers/michigan/jobs/5262815/medicaid-utilization-analyst-9-12-hsa-program-review-division"
"remote-senior-medicaid-contracting-analyst-best-price-e7dd53a7","Remote Senior Medicaid Contracting Analyst","Best Price","Remote","remote","contract","Medicaid Contracting","Healthcare Analytics","8","Medicaid Coverage & Eligibility","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Support senior Medicaid contracting analysis in a remote contract role.","https://jobspawn.liveblog365.com/job/remote-senior-medicaid-contracting-analyst-2"
"tmsis-experience-required-data-analyst-trillian-technologies-inc-5fb96c77","TMSIS Experience Required - Data Analyst","Trillian Technologies Inc.","Remote","remote","contract","Medicaid Data Analytics","Data Science & Analytics","15","","title:data analyst | text:analytics | text:sql | summary:reporting","Perform requirements analysis, mapping documentation, and data analysis for T-MSIS healthcare reporting work.","https://to.indeed.com/aapty2rdf8yj"
"total-rewards-analyst-matrix-medical-network-ad4e08a2","Total Rewards Analyst","Matrix Medical Network","Remote","remote","full_time","Healthcare Operations","Operations","18","","text:program operations | summary:operations | db_category:Healthcare Operations","Support total rewards operations for a national provider serving Medicare Advantage and Managed Medicaid patients.","https://to.indeed.com/aak4v6sjrv4c"
"um-product-operations-analyst-availity-llc-7a700b09","UM Product Operations Analyst","Availity, LLC.","Remote","remote","full_time","Healthcare Operations","Operations","30","","title:operations analyst | text:program operations | title:operations | db_category:Healthcare Operations","Support utilization management product operations for healthcare revenue cycle and provider network solutions.","https://to.indeed.com/aazlwx2tyxqj"
"value-based-programs-analyst-humana-b77c000b","Value-Based Programs Analyst","Humana","Remote","remote","full_time","Value-Based Care","Healthcare Analytics","9","Provider Data & Credentialing","description:healthcare analyst | text:healthcare analytics | text:healthcare data | text:value-based care","Support value-based provider relationships and path-to-value performance goals.","https://to.indeed.com/aaz4d42rlfp8"
"population-health-analyst-software-technology-inc-88f6956b","Population Health Analyst","Software Technology, Inc.","Remote","remote","contract","Population Health","Healthcare Analytics","25","","description:healthcare analyst | title:population health analyst | text:healthcare analytics | summary:healthcare data | title:population health","Support population health analysis using healthcare data and program insights.","https://to.indeed.com/aalxk9s2rbcq"
"dispute-resolution-analyst-tmf-health-quality-institute-ac77ce66","Dispute Resolution Analyst","TMF Health Quality Institute","Remote","remote","full_time","Healthcare Quality","Operations","9","Healthcare Analytics","text:program operations | summary:operations | summary:administrative","Support healthcare dispute resolution and administrative quality operations.","https://to.indeed.com/aazjdpss4ptx"
"quality-assurance-audit-analyst-acu-serve-corp-9c9ebbc2","Quality Assurance Audit Analyst","ACU-Serve Corp","Remote","remote","full_time","Healthcare Compliance","Compliance, Risk & Regulatory","21","","title:audit analyst | text:compliance | title:audit | title:quality assurance","Perform quality assurance audit work for billing solutions supporting DME, HME, and home infusion providers.","https://to.indeed.com/aazrw4cb4wfn"
"revenue-cycle-payment-reconciliation-specialist-wholesum-billing-14dd8954","Revenue Cycle Payment & Reconciliation Specialist","Wholesum Billing","Remote","remote","full_time","Revenue Cycle","Finance & Accounting","9","Healthcare Analytics | Operations","text:finance | summary:billing | title:revenue cycle","Support remote revenue cycle payment posting, reconciliation, and billing operations.","https://to.indeed.com/aa9fsntfvlbj"
"sr-financial-analyst-provider-contracts-cencal-health-b7bd9ed8","Sr. Financial Analyst - Provider Contracts","CenCal Health","Remote","remote","full_time","Provider Data","Finance & Accounting","22","Provider Data & Credentialing","title:financial analyst | text:finance | title:financial | text:revenue cycle | title:contracts","Analyze provider contracts and financial performance for a health plan.","https://to.indeed.com/aaqrxtskkj7h"
"business-systems-analyst-cotiviti-bce86184","Business Systems Analyst","Cotiviti","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","16","Business Analyst","text:healthcare it | text:ehr | db_category:Healthcare IT","Partner with business and leadership teams across data mining and yield management.","https://to.indeed.com/aa6g9p99r2xy"
"ehr-helpdesk-analyst-remote-software-technology-inc-2d013048","EHR Helpdesk Analyst - Remote","Software Technology, Inc.","Remote","remote","contract","EHR Analyst","Healthcare IT & Systems","14","Healthcare Analytics","text:ehr analyst | title:ehr | summary:epic | summary:clinical application","Provide advanced technical support for Epic EHR and related clinical applications.","https://to.indeed.com/aa7j7cd7vt7l"
"epic-interface-engine-analyst-stemhunter-b51cb4a6","Epic Interface Engine Analyst","STEMHUNTER","Remote","remote","contract","EHR Analyst","Healthcare Analytics","10","Healthcare IT & Systems","description:healthcare analyst | text:healthcare analytics | summary:healthcare data","Support Epic HealthConnect, interface engine integrations, and healthcare data conversions.","https://stemhunter.com/job/epic-interface-engine-analyst/"
"healthcare-data-analyst-emr-revenue-cycle-wheeler-staffing-partners-ws-07a7a490","Healthcare Data Analyst: EMR & Revenue Cycle","Wheeler Staffing Partners (WSP)","Remote","remote","full_time","Healthcare Data Analytics","Data Science & Analytics","15","Healthcare Analytics | Finance & Accounting","title:data analyst | summary:analytics | text:sql | text:reporting","Support EMR and billing system transition work and revenue cycle analytics.","https://jooble.org/jdp/7648779351547739021"
"senior-analyst-it-qa-connectiverx-3372df88","Senior Analyst, IT QA","ConnectiveRx","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","16","","text:healthcare it | text:ehr | db_category:Healthcare IT","Develop, execute, and review automated testing plans for healthcare technology systems.","https://www.remoterocketship.com/us/company/connectiverx/jobs/senior-analyst-it-qa-new-jersey-remote/"
"consultant-quality-cloud-veeva-systems-d9296d94","Consultant - Quality Cloud","Veeva Systems","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","16","","text:healthcare it | text:ehr | db_category:Healthcare IT","Support life sciences quality cloud implementation and consulting.","https://to.indeed.com/aa64d7qplhxz"
"consultant-validation-management-software-veeva-systems-845d62c3","Consultant - Validation Management Software","Veeva Systems","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","16","","text:healthcare it | text:ehr | db_category:Healthcare IT","Support validation management software implementation for life sciences organizations.","https://to.indeed.com/aazb7sr6qtkb"
"data-engineer-and-analyst-gcp-shyld-ai-e16e485d","Data Engineer and Analyst - GCP","Shyld AI","Remote","remote","contract","Healthcare Data Engineering","Data Science & Analytics","13","Healthcare Analytics","title:data engineer | text:analytics | text:sql | text:reporting","Build healthcare AI data systems using GCP to improve hospital operations and safety.","https://www.upwork.com/jobs/~022049397343406509009"
"junior-analyst-princeton10-6192ac20","Junior Analyst","Princeton10","Remote","remote","full_time","Data Analytics","Healthcare Analytics","8","","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Analyze complex datasets, identify patterns, and communicate insights in a remote junior analyst role.","https://to.indeed.com/aakfrbc9zntp"
"junior-business-analyst-promarketexchange-74eff1cb","Junior Business Analyst","PROMARKETEXCHANGE","Remote","remote","full_time","Business Analysis","Business Analyst","27","","title:business analyst | summary:requirements | text:process improvement | text:workflow | db_category:Business Analysis","Translate business ideas and requirements between stakeholders and developers.","https://to.indeed.com/aapgyx6mlpf9"
"recruiter-corporate-clinical-curana-health-a60a452b","Recruiter, Corporate & Clinical","Curana Health","Remote","remote","full_time","Healthcare Operations","Operations","16","Healthcare Analytics","text:program operations | text:operations | db_category:Healthcare Operations","Support corporate and clinical recruiting for a national value-based care organization.","https://to.indeed.com/aa7mwvcwq46c"
"clinical-denials-analyst-enjoin-ea424453","Clinical Denials Analyst","Enjoin","Remote","remote","full_time","Revenue Cycle","Healthcare Analytics","8","","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Analyze clinical denials, documentation accuracy, compliance, and revenue cycle issues.","https://to.indeed.com/aaw7psgkkfcd"
"clinical-coding-analyst-enjoin-754f056c","Clinical Coding Analyst","Enjoin","Remote","remote","full_time","Clinical Coding","Healthcare Analytics","8","","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Review inpatient clinical and coding validation issues for revenue integrity.","https://to.indeed.com/aac6jt88mb9y"
"denials-recovery-analyst-revecore-541438c5","Denials Recovery Analyst","Revecore","Remote","remote","full_time","Revenue Cycle","Healthcare Analytics","8","","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Support specialized claims management and healthcare revenue recovery.","https://to.indeed.com/aaxyc22jjnng"
"epic-cogito-business-intelligence-developer-scaled-data-llc-25b95659","EPIC Cogito Business Intelligence Developer","Scaled Data LLC","Remote","remote","full_time","EHR Analyst","Technology & Engineering","16","Data Science & Analytics | Healthcare Analytics | Healthcare IT & Systems","title:developer | title:developer | text:systems","Develop Epic Cogito BI and senior data analytics solutions for healthcare data connectivity.","https://to.indeed.com/aaj92wfznv48"
"healthcare-integration-analyst-evidencecare-ee2d0a0f","Healthcare Integration Analyst","EvidenceCare","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","16","","text:healthcare it | text:ehr | db_category:Healthcare IT","Support healthcare integration work for a clinical decision support technology company.","https://to.indeed.com/aaqpgmwjrtfc"
"payment-analyst-healthcare-signature-performance-00b1d551","Payment Analyst, Healthcare","Signature Performance","Remote","remote","full_time","Payment Integrity","Healthcare Analytics","8","Claims & Payer Operations","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Identify payment discrepancies, prevent overpayments, and support reimbursement accuracy.","https://to.indeed.com/aaprwqsqw8bb"
"product-analyst-azra-ai-efe3bbb1","Product Analyst","Azra AI","Remote","remote","full_time","Healthcare Product","Healthcare Analytics","8","Operations | Data Science & Analytics","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Support product strategy and analytics for a care coordination automation platform.","https://to.indeed.com/aaq7n7jc678n"
"operations-application-analyst-teamhealth-97873116","Operations Application Analyst","TeamHealth","Remote","remote","full_time","Healthcare IT","Healthcare IT & Systems","26","","text:healthcare it | title:application analyst | text:ehr | db_category:Healthcare IT","Support operations applications for a national physician practice organization.","https://to.indeed.com/aawhrjzwyskq"
"data-engineer-sun-river-health-f52d5bda","Data Engineer","Sun River Health","Remote","remote","full_time","Healthcare Data Engineering","Data Science & Analytics","20","","title:data engineer | summary:analytics | summary:sql | summary:python | text:reporting","Build healthcare data pipelines using SQL, dbt, Python, and Snowflake for community health analytics.","https://to.indeed.com/aa9wdvqwr7n7"
"drg-integrity-analyst-enjoin-5ea10bd2","DRG Integrity Analyst","Enjoin","Remote","remote","full_time","Clinical Coding","Healthcare Analytics","8","","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Support DRG integrity, documentation accuracy, and coding validation.","https://to.indeed.com/aapv4jdrt4gq"
"compliance-analyst-healthcare-services-umb-bank-na-12d3b827","Compliance Analyst Healthcare Services","UMB BANK NA","Remote","remote","full_time","Healthcare Compliance","Compliance, Risk & Regulatory","15","","title:compliance analyst | title:compliance","Support healthcare payment solutions compliance for HSAs, debit card programs, and healthcare administration.","https://umb.wd1.myworkdayjobs.com/en-US/UMBExternal/job/Compliance-Analyst-Healthcare-Services_R-8751"
"quality-management-analyst-3-university-of-miami-health-system-01219c03","Quality Management Analyst 3","University of Miami Health System","Remote","remote","full_time","Healthcare Quality","Program & Project Analyst","11","Healthcare Analytics","title:management analyst | text:program operations","Support quality management analysis for a major academic healthcare organization.","https://umiami.wd1.myworkdayjobs.com/en-US/UMCareerStaff/job/Quality-Management-Analyst-3---Full-TIME---Remote_R100093327"
"senior-public-policy-long-term-care-rate-setting-analyst-gainwell-tech-8c9c383b","Senior Public Policy / Long-Term Care Rate Setting Analyst","Gainwell Technologies","Remote","remote","full_time","Medicaid Policy","Healthcare Analytics","8","","description:healthcare analyst | text:healthcare analytics | text:healthcare data","Support public policy, long-term care, and Medicaid rate-setting analysis.","https://www.linkedin.com/jobs/view/senior-public-policy-long-term-care-rate-setting-analyst-at-gainwell-technologies-4385052865"
